Rang;Terme;Score
160;risque cardiovasculaire;0.16395306582629063
161;examen clinique;0.1635136047819601
162;maladie des emboles de cristaux de cholestérol;0.16183871153229298
163;système rénine;0.15983232358546745
164;ains;0.15907593176079765
165;mrc;0.1585438379253272
166;c3;0.15830038977754435
167;maladie;0.15827414916646404
168;pronostic;0.15816082768133594
169;atteinte;0.15796696642939212
170;échographie;0.157704135598295
171;cotrimoxazole;0.1570438924580445
172;40 ans;0.15560099091345245
173;facteur;0.15486051413928986
174;augmentation;0.15305541465818742
175;diarrhée;0.1527586662201839
176;diurèse;0.1527586662201839
177;glycémie;0.1527586662201839
178;hg;0.1527586662201839
179;hypercalciurie;0.1527586662201839
180;hyperlipidémie;0.1527586662201839
181;hypervitaminose;0.1527586662201839
182;pbr;0.1527586662201839
183;sarcoïdose;0.1527586662201839
184;sclérodermie;0.1527586662201839
185;vomissements;0.1527586662201839
186;hémodialyse;0.1524615099590927
187;kystes;0.15244022741271507
188;microalbuminurie;0.1522625755490663
189;albuminurie;0.15220027169280684
190;fièvre;0.15201296763718614
191;ciclosporine;0.15186269908094657
192;mmhg;0.15173946979303526
193;albuminémie;0.1516365840340043
194;grossesse;0.1516365840340043
195;rejet;0.1516365840340043
196;k+;0.1512578143486968
197;vasculaires;0.15103102080181896
198;vitamine;0.1503388950720944
199;contexte;0.15008708383322197
200;60 ml / min/1;0.14954712598089384
201;diabète de type 1;0.14954712598089384
202;étape;0.14785895851550693
203;tubule;0.14760330895103269
204;risque;0.1467328072546702
205;troubles de l' hydratation;0.14642978907859486
206;carence d' apport;0.14607357668043208
207;insuffisance rénale fonctionnelle;0.14607357668043208
208;insuffisance rénale sévère;0.14607357668043208
209;20 mmol;0.14586072033434497
210;colique néphrétique;0.14586072033434497
211;mesures hygiéno;0.14586072033434497
212;procédures diagnostiques;0.14586072033434497
213;protéinurie glomérulaire;0.14586072033434497
214;signes rénaux;0.14586072033434497
215;surveillance;0.14460417493620162
216;risque de complication;0.14442616070320155
217;évidence;0.1435922215463335
218;progressivement;0.14350620430725378
219;compte;0.14349335499504548
220;homme;0.1431522113277927
221;140/90 mmhg;0.14108654520805236
222;acide urique;0.14108654520805236
223;amylose aa;0.14108654520805236
224;calcémie totale;0.14108654520805236
225;donneur vivant;0.14108654520805236
226;lithiase urique;0.14108654520805236
227;oedèmes généralisés;0.14108654520805236
228;patient diabétique;0.14108654520805236
229;pyélonéphrite aiguë;0.14108654520805236
230;risque élevé;0.14108654520805236
231;situation clinique;0.14108654520805236
232;syndrome glomérulaire;0.14108654520805236
233;tableau 3;0.14108654520805236
234;tableau 7;0.14108654520805236
235;traitement spécifique;0.14108654520805236
236;tube digestif;0.14108654520805236
237;glucose;0.14054759578196135
238;lithiase calcique;0.14044844118985805
239;cystite aiguë;0.14023355177990568
240;gem;0.14020681577408844
241;introduction;0.1400759891050332
242;formule de cockcroft;0.13998590034248948
243;hyperhydratation intracellulaire;0.1398004399475208
244;néphropathies interstitielles;0.13936282635972466
245;charge;0.13904639038799174
246;conséquences;0.1390312558753879
247;maladie rénale;0.13793137972156183
248;polykystose rénale;0.13793137972156183
249;femme;0.1351721692939193
250;incidence;0.13499329196000645
251;transfert;0.13499329196000645
252;niveau;0.13470107475920176
253;consultation;0.13411627400393003
254;amoxicilline;0.13286655538782663
255;bu;0.13286655538782663
256;caillots;0.13286655538782663
257;cl-;0.13286655538782663
258;contre-indication;0.13286655538782663
259;efférente;0.13286655538782663
260;h2o;0.13286655538782663
261;hypoaldostéronisme;0.13286655538782663
262;hypoparathyroïdie;0.13286655538782663
263;oligurie;0.13286655538782663
264;pancréas;0.13286655538782663
265;podocytes;0.13286655538782663
266;veineuse;0.13286655538782663
267;iec;0.13263885270940018
268;réabsorption;0.13259947858088567
269;posologie;0.13254364043778596
270;albumine;0.13234879077255682
271;alcalinisation;0.1318908968252465
272;calciurie;0.13156101864444816
273;fluoroquinolone;0.13156101864444816
274;poumons;0.13156101864444816
275;osmolalité;0.1311453334359285
276;pyélonéphrite;0.13111748813049115
277;manifestations devant faire évoquer la maladie;0.13020232631514927
278;néphropathie à dépôts mésangiaux d' iga;0.13020232631514927
279;syndrome néphrotique à lésions glomérulaires minimes;0.13020232631514927
280;sténose;0.13013227015889037
281;tubulo;0.12987554112722532
282;mécanismes;0.1294527258652703
283;thiazides;0.1294321518484432
284;rénine;0.129327217237429
285;situations;0.12926505139780045
286;bloqueurs du système rénine angiotensine;0.12872211370188844
287;apports hydriques;0.12744404845613053
288;30 ml / mn;0.12684483768607385
289;propositions suivantes , la;0.12684483768607385
290;terme;0.12534093528320261
291;efficacité;0.12470848017836966
292;accident vasculaire cérébral;0.12433701420725807
293;inhibiteurs de mtor;0.12433701420725807
294;règles de prescription;0.12433701420725807
295;tubule collecteur cortical;0.12433701420725807
296;réponse;0.12381089266970015
297;formule;0.12287134926275756
298;24 heures;0.12277576454939552
299;stade;0.12249949765000383
300;principales;0.12245488253257171
301;polykystose rénale autosomique dominante;0.12213229279741614
302;syndrome hémolytique et urémique;0.12213229279741614
303;évolution;0.12212247375571132
304;segment;0.12198968373501186
305;protéines;0.12167331578098373
306;causes iatrogènes;0.12070530036039531
307;chirurgie conventionnelle;0.12070530036039531
308;complications cardio;0.12070530036039531
309;cross match;0.12070530036039531
310;protéinurie orthostatique;0.12070530036039531
311;secteur extracellulaire;0.12070530036039531
312;tubule proximal;0.12070530036039531
313;inhibiteurs;0.12015427501602292
314;lithiase;0.1201059945873223
315;récepteur;0.1200808891655264
316;carence en vitamine;0.11989877430416548
317;conduite à tenir;0.11989877430416548
318;facteurs de progression;0.11989877430416548
319;infections urinaires masculines;0.11989877430416548
320;perte de poids;0.11989877430416548
321;signes de gravité;0.11989877430416548
322;syndrome néphrotique idiopathique;0.11989877430416548
323;utilisation;0.11972599854599009
324;traitement de suppléance;0.11920250772180328
325;prise en charge;0.11855454491628484
326;poids;0.11679929372227717
327;acide clavulanique;0.11673414074134529
328;acide mycophénolique;0.11673414074134529
329;cellules endothéliales;0.11673414074134529
330;cellule principale;0.11673414074134529
331;choc septique;0.11673414074134529
332;compartiment extracellulaire;0.11673414074134529
333;concentration plasmatique;0.11673414074134529
334;diagnostic différentiel;0.11673414074134529
335;figure 1;0.11673414074134529
336;interstitielle chronique;0.11673414074134529
337;ira fonctionnelles;0.11673414074134529
338;ira organiques;0.11673414074134529
339;mortalité cardiovasculaire;0.11673414074134529
340;population générale;0.11673414074134529
341;restriction sodée;0.11673414074134529
342;tableau 6;0.11673414074134529
343;tableau 8;0.11673414074134529
344;traitement pharmacologique;0.11673414074134529
345;urine définitive;0.11673414074134529
346;vitamine d;0.11673414074134529
347;anurie;0.11650353759042514
348;argument;0.11650353759042514
349;symptômes;0.11613029455375595
350;prévention;0.11603135492953487
351;stade 4;0.1156516667807806
352;traitement urologique;0.1156516667807806
353;tube collecteur;0.1156516667807806
354;prescription;0.11540563223832903
355;5 ans;0.11536795266628191
356;//www;0.11463760921999805
357;amm;0.11463760921999805
358;anticalcineurine;0.11463760921999805
359;hémocultures;0.11463760921999805
360;surestimation;0.11463760921999805
361;microangiopathie thrombotique;0.11452935885724408
362;situations suivantes;0.11452935885724408
363;bloqueurs du système rénine;0.11426131529238169
364;artères rénales;0.1141663153891377
365;sang;0.11367935452371554
366;acido;0.11162342923925087
367;aldo;0.11162342923925087
368;angio;0.11162342923925087
369;bicarbonates;0.11162342923925087
370;ca++;0.11162342923925087
371;crp;0.11162342923925087
372;cryoglobulinémie;0.11162342923925087
373;emblée;0.11162342923925087
374;fosfomycine;0.11162342923925087
375;hypo;0.11162342923925087
376;hypomagnésémie;0.11162342923925087
377;iu;0.11162342923925087
378;obésité;0.11162342923925087
379;prescrire;0.11162342923925087
380;semaine;0.11153318644065817
381;apports;0.11152814109114398
382;obstruction;0.11141203144104854
383;greffon;0.1113348183207886
384;néphrites;0.11127033429427151
385;lésions;0.11089706603254859
386;infectieuses;0.11088576444297574
387;leucocyturie;0.11082353618799198
388;cirrhose;0.11055251394077618
389;test;0.11049970243458795
390;dénutrition;0.11024002852357068
391;hypotension;0.11018766013018609
392;acidose;0.11015429176408796
393;agents;0.10981265198250359
394;particuliers;0.10509770807419304
395;tableau;0.10439099207697863
396;principe;0.10317206453307019
397;dépôts;0.10308951365929286
398;vi;0.10188400977045549
399;brûlures;0.10176763412453213
400;précautions;0.10176763412453213
401;schéma;0.10176763412453213
402;ml;0.10082335939247843
403;lésions glomérulaires minimes;0.10052260823671137
404;interrogatoire;0.10041959385456321
405;insuffisance rénale chronique et maladies rénales chroniques;0.09995214231836867
406;cours de l' insuffisance rénale chronique;0.09924993124115669
407;dfg = débit de filtration glomérulaire;0.09924993124115669
408;diminution de la pression oncotique plasmatique;0.09924993124115669
409;inhibiteurs de l' enzyme de conversion;0.09924993124115669
410;médicament et des thérapeutiques non médicamenteuses;0.09924993124115669
411;augmentation de la perméabilité capillaire;0.0983959457046387
412;facteurs de risque de complication;0.0983959457046387
413;inhibiteur direct de la rénine;0.0983959457046387
414;néphropathie à dépôts d' iga;0.0983959457046387
415;physiopathologie de l' hta maligne;0.0983959457046387
416;principales hypothèses diagnostiques et justiﬁer;0.0983959457046387
417;exemple;0.09783991936001102
418;4 à 6 heures;0.09732051694083126
419;60 % x poids;0.09732051694083126
420;clairance de la créatinine;0.09732051694083126
421;diurétiques épargneurs de potassium;0.09732051694083126
422;hypokaliémie d' origine rénale;0.09732051694083126
423;items 266 et 265;0.09732051694083126
424;protéinurie et syndrome néphrotique;0.09732051694083126
425;réception de l' antibiogramme;0.09732051694083126
426;syndrome de glomérulonéphrite chronique;0.09732051694083126
427;traitement de l' hta;0.09732051694083126
428;troubles hydro - électrolytiques;0.09732051694083126
429;dépens;0.09682984009376862
430;substances;0.09661258532897284
431;aspects;0.09607406386970212
432;atrophie rénale bilatérale;0.09589702878589391
433;crises de goutte;0.09589702878589391
434;diminution de taille;0.09589702878589391
435;examens complémentaires pertinents;0.09589702878589391
436;injection de ddavp;0.09589702878589391
437;insuffisance surrénale aiguë;0.09589702878589391
438;lupus érythémateux disséminé;0.09589702878589391
439;mutations de novo;0.09589702878589391
440;néphropathies interstitielles aiguës;0.09589702878589391
441;risque de dénutrition;0.09589702878589391
442;syndrome de gitelman;0.09589702878589391
443;traitement à domicile;0.09589702878589391
444;cf;0.09554512112774707
445;échanges;0.09471862165288525
446;avis néphrologique;0.09386183858063983
447;causes toxiques;0.09386183858063983
448;classe thérapeutique;0.09386183858063983
449;contrôle tensionnel;0.09386183858063983
450;déshydratation extra-cellulaire;0.09386183858063983
451;déshydratation globale;0.09386183858063983
452;fuite urinaire;0.09386183858063983
453;has 2016;0.09386183858063983
454;infections hospitalières;0.09386183858063983
455;leucocyturie aseptique;0.09386183858063983
456;maladies transmissibles;0.09386183858063983
457;néphroangiosclérose bénigne;0.09386183858063983
458;néphrostomie percutanée;0.09386183858063983
459;perfusion rénale;0.09386183858063983
460;principales complications;0.09386183858063983
461;prise unique;0.09386183858063983
462;protéinurie physiologique;0.09386183858063983
463;prédominance masculine;0.09386183858063983
464;risque hémorragique;0.09386183858063983
465;risque moyen;0.09386183858063983
466;risques sanitaires;0.09386183858063983
467;surface corporelle;0.09386183858063983
468;syndrome inflammatoire;0.09386183858063983
469;vieillissement rénal;0.09386183858063983
470;facteurs de risque cardio;0.09366815481253714
471;insuffisance rénale chronique avancée;0.09366815481253714
472;oedèmes du syndrome néphrotique;0.09366815481253714
473;résines échangeuses d' ions;0.09366815481253714
474;syndrome de lyse tumorale;0.09366815481253714
475;évocateur;0.09344212760977295
476;temps;0.09330958684583411
477;volume;0.09317793973340009
478;diminution;0.09315621351249674
479;association;0.09308022635295264
480;concentration;0.09300897289446386
481;bloqueurs du sra;0.09250160123952325
482;c3 g injectable;0.09250160123952325
483;excès d' apport;0.09250160123952325
484;loi de bioéthique;0.09250160123952325
485;néphropathies vasculaires aiguës;0.09250160123952325
486;risque très élevé;0.09250160123952325
487;sels de calcium;0.09250160123952325
488;jours;0.09229229189582502
489;hyalinose segmentaire et focale;0.09150749217610969
490;limites;0.09142560269413932
491;oxalate de calcium;0.09120981433018115
492;facteurs de risques;0.09113097784466781
493;200 mmol;0.09087912820721364
494;3 mmol;0.09087912820721364
495;30 mmol;0.09087912820721364
496;anomalies métaboliques;0.09087912820721364
497;attitude thérapeutique;0.09087912820721364
498;avis spécialisé;0.09087912820721364
499;calculs urinaires;0.09087912820721364
500;canal collecteur;0.09087912820721364
501;complications infectieuses;0.09087912820721364
502;contexte clinique;0.09087912820721364
503;critères diagnostiques;0.09087912820721364
504;facteurs déclenchant;0.09087912820721364
505;femme enceinte;0.09087912820721364
506;fibrose rétropéritonéale;0.09087912820721364
507;fluide tubulaire;0.09087912820721364
508;formes sévères;0.09087912820721364
509;greffon rénal;0.09087912820721364
510;hormone antidiurétique;0.09087912820721364
511;hyperaldostéronisme primaire;0.09087912820721364
512;hypotension artérielle;0.09087912820721364
513;hypotension orthostatique;0.09087912820721364
514;hypovolémie efficace;0.09087912820721364
515;inhibiteurs calciques;0.09087912820721364
516;maladie cardio;0.09087912820721364
517;maladie générale;0.09087912820721364
518;membranes basales;0.09087912820721364
519;microscopie optique;0.09087912820721364
520;mort encéphalique;0.09087912820721364
521;médicaments antihypertenseurs;0.09087912820721364
522;médicaments néphrotoxiques;0.09087912820721364
523;néphropathies tubulo;0.09087912820721364
524;osmolarité urinaire;0.09087912820721364
525;pertes rénales;0.09087912820721364
526;polyangéite microscopique;0.09087912820721364
527;position assise;0.09087912820721364
528;pronostic rénal;0.09087912820721364
529;prostatite aiguë;0.09087912820721364
530;récepteurs at1;0.09087912820721364
531;secteur interstitiel;0.09087912820721364
532;secteur intracellulaire;0.09087912820721364
533;sédiment urinaire;0.09087912820721364
534;sepsis sévère;0.09087912820721364
535;signes extra-rénaux;0.09087912820721364
536;syndrome urinaire;0.09087912820721364
537;tableau 9;0.09087912820721364
538;traitement étiologique;0.09087912820721364
539;troubles cardio;0.09087912820721364
540;tubule rénal;0.09087912820721364
541;voies excrétrices;0.09087912820721364
542;voies urinaires;0.09087912820721364
543;ciprofloxacine;0.09052906946738885
544;hyperthyroïdie;0.09052906946738885
545;hypocitraturie;0.09052906946738885
546;micro-albuminurie;0.09052906946738885
547;méthotrexate;0.09052906946738885
548;phosphatémie;0.09052906946738885
549;posm;0.09052906946738885
550;pseudohypoparathyroïdie;0.09052906946738885
551;manifestations cliniques;0.08918980714028343
552;stade 5;0.08918980714028343
553;vaisseaux;0.08871065096531075
554;critères;0.08835494909870259
555;1/3;0.08833152696085106
556;amiloride;0.08833152696085106
557;amt;0.08833152696085106
558;anca;0.08833152696085106
559;antibiothérapie;0.08833152696085106
560;artériopathie;0.08833152696085106
561;blse;0.08833152696085106
562;bélatacept;0.08833152696085106
563;ckd;0.08833152696085106
564;co-transporteur;0.08833152696085106
565;comorbidités;0.08833152696085106
566;cortex;0.08833152696085106
567;corticoïdes;0.08833152696085106
568;diététiques;0.08833152696085106
569;drépanocytose;0.08833152696085106
570;entérobactéries;0.08833152696085106
571;furosémide;0.08833152696085106
572;homéostasie;0.08833152696085106
573;hydroxylase;0.08833152696085106
574;hypophosphatémie;0.08833152696085106
575;hyporéninisme;0.08833152696085106
576;insuline;0.08833152696085106
577;intestin;0.08833152696085106
578;lymphocytes;0.08833152696085106
579;neuropathie;0.08833152696085106
580;normochrome;0.08833152696085106
581;nta;0.08833152696085106
582;néphrocalcinose;0.08833152696085106
583;persistance;0.08833152696085106
584;polynucléaires;0.08833152696085106
585;prélèvement;0.08833152696085106
586;pénicillamine;0.08833152696085106
587;péritubulaire;0.08833152696085106
588;rifampicine;0.08833152696085106
589;risque d' hyperkaliémie;0.08833152696085106
590;symptomatologie;0.08833152696085106
591;ultrafiltration;0.08833152696085106
592;érythropoïétine;0.08833152696085106
593;sodium;0.08817946906724558
594;antibiotique;0.08799696068645213
595;néphron;0.08794066448885031
596;urée;0.08794066448885031
597;vasoconstriction;0.08794066448885031
598;adh;0.08786158997529801
599;perfusion;0.08786158997529801
600;néphrotoxicité;0.08774240628803259
601;antibiogramme;0.08765685199865776
602;hémorragie;0.08765685199865776
603;hydratation;0.08754222691873348
604;tabagisme;0.08754222691873348
605;antihypertenseurs;0.08738068134346182
606;excrétrice;0.08738068134346182
607;cirrhose hépatique;0.08734406879732275
608;interstitiel;0.08731106202403718
609;lieu;0.08721498966020622
610;nic;0.0869067052186
611;type 2;0.08669024959485576
612;tacrolimus;0.08586814379099393
613;60 ans;0.08546359902102936
614;mois;0.08543228595344089
615;foie;0.0853367193443247
616;modifications;0.08496312423809294
617;arrêt;0.08375510494092234
618;usage;0.08372300444376549
619;perméabilité capillaire;0.08308757550908447
620;6 mois;0.08175820519442308
621;membres inférieurs;0.08175820519442308
622;godet;0.08147477687268195
623;recherche;0.08112492649145613
624;antagonistes;0.07969049608163688
625;compensation;0.07969049608163688
626;hospitalisation;0.07969049608163688
627;rares;0.07969049608163688
628;ref;0.07969049608163688
629;dilution;0.0794790244468249
630;anomalie;0.07945239205265009
631;nécrose;0.07857203372656985
632;fonctions;0.07789771658180897
633;50 ans;0.07724880417011107
634;jeu;0.07607963314615608
635;techniques;0.07602117875943547
636;imagerie;0.07540031675599229
637;pur;0.07523002475216102
638;toxicité;0.07508330692834075
639;excès;0.07497063851220576
640;chirurgie;0.07482444540316686
641;ix;0.07394449560586214
642;relai;0.07247181529489995
643;baisse;0.072397137127246
644;règle;0.07211893030920762
645;attention;0.07191432077418994
646;restriction;0.07171396463978992
647;majorité;0.07139190204021265
648;terrain;0.0704013541177163
649;cancer;0.07022860461063664
650;pertes;0.06985570246015309
651;importance;0.06941904118757496
652;bactérie;0.06829415857262132
653;35 mm;0.06720918497655425
654;intervention;0.06685622675562558
655;systématique;0.06685622675562558
656;40 à 45 % du calcium sérique;0.06671278726146483
657;6 105 transplantations d' organes en 2017;0.06671278726146483
658;anonymat entre le donneur et le receveur;0.06671278726146483
659;apparentés à risque d' un sujet atteint;0.06671278726146483
660;apports hydriques excessifs source d' hyperhydratation intracellulaire;0.06671278726146483
661;baisse progressive du débit de filtration glomérulaire;0.06671278726146483
662;concentration urinaire de l' oxalate de calcium;0.06671278726146483
663;débit sanguin rénal et la filtration glomérulaire;0.06671278726146483
664;ecbu est le seul examen biologique nécessaire;0.06671278726146483
665;irm est un bon examen de dépistage;0.06671278726146483
666;mutation des gènes codant pour les protéines;0.06671278726146483
667;néphropathies vasculaires évoluant sur le mode chronique;0.06671278726146483
668;principal facteur de risque de lithiase calcique;0.06671278726146483
669;rapport u / p urée > 10;0.06671278726146483
670;stade 3a de la maladie rénale chronique;0.06671278726146483
671;stade 4 de la maladie rénale chronique;0.06671278726146483
672;stade 5 de la maladie rénale chronique;0.06671278726146483
673;traitement des sténoses de l' artère rénale;0.06671278726146483
674;traitement de suppléance de la fonction rénale;0.06671278726146483
675;285 mosm / kg d' eau;0.06641983357393144
676;35 g / g de créatininurie;0.06641983357393144
677;anticalcique dihydropyridinique puis un diurétique thiazidique;0.06641983357393144
678;augmentation de l' élimination du sodium;0.06641983357393144
679;augmentation du débit de filtration glomérulaire;0.06641983357393144
680;calcium ionisé et / ou albuminémie;0.06641983357393144
681;causes d' hypercalcémie d' origine osseuse;0.06641983357393144
682;conduite diagnostique et prévention des récidives;0.06641983357393144
683;diagnostic d' une maladie rénale chronique;0.06641983357393144
684;doses maximales recommandées dans cette indication;0.06641983357393144
685;hsf = hyalinose segmentaire et focale;0.06641983357393144
686;hypoalbuminémie en particulier du syndrome néphrotique;0.06641983357393144
687;inhibiteurs de la pompe à protons;0.06641983357393144
688;intolérance aux bloqueurs du système rénine;0.06641983357393144
689;mesure ambulatoire de la pression artérielle;0.06641983357393144
690;mesures étant espacées de quelques minutes;0.06641983357393144
691;néphrotoxicité des inhibiteurs de la calcineurine;0.06641983357393144
692;passage des protéines dans l' urine;0.06641983357393144
693;principes de la prise en charge;0.06641983357393144
694;prise excessive de calcium per os;0.06641983357393144
695;syndrome d' apnées obstructives du sommeil;0.06641983357393144
696;traitement médical préventif de la récidive;0.06641983357393144
697;troubles du métabolisme phosphocalcique et osseux;0.06641983357393144
698;études de développement de certains médicaments;0.06641983357393144
699;1 mois et 3 mois;0.06606659313948128
700;10 3 ufc / ml;0.06606659313948128
701;10 5 ufc / ml;0.06606659313948128
702;activation et la prolifération lymphocytaire;0.06606659313948128
703;anomalies du bilan du potassium;0.06606659313948128
704;antécédents familiaux de maladie rénale;0.06606659313948128
705;conséquences hématologiques de l' irc;0.06606659313948128
706;contrôle de la pression artérielle;0.06606659313948128
707;cours de l' insuffisance cardiaque;0.06606659313948128
708;créatininémie x 0 , 885;0.06606659313948128
709;diurétique de l' anse auquel;0.06606659313948128
710;dosage quantitatif de la protéinurie;0.06606659313948128
711;forme active de la vitamine;0.06606659313948128
712;formule de cockcroft et gault;0.06606659313948128
713;hypertension artérielle de l' adulte;0.06606659313948128
714;hémoconcentration : protidémie , hématocrite;0.06606659313948128
715;impossibilité technique de l' angioplastie;0.06606659313948128
716;infection de l' appareil urinaire;0.06606659313948128
717;inhibition de la résorption osseuse;0.06606659313948128
718;insuffisance rénale chronique lentement progressive;0.06606659313948128
719;interrogatoire et l' examen clinique;0.06606659313948128
720;mesure de la pression artérielle;0.06606659313948128
721;mois jusqu' à l' accouchement;0.06606659313948128
722;néphroangiosclérose dite « bénigne »;0.06606659313948128
723;orientation diagnostique devant une ira;0.06606659313948128
724;prolapsus de la valve mitrale;0.06606659313948128
725;protéines de bas poids moléculaire;0.06606659313948128
726;protéinurie majoritairement composée d' albumine;0.06606659313948128
727;raison du risque d' hyperkaliémie;0.06606659313948128
728;retentissement de l' insuffisance rénale;0.06606659313948128
729;réalisation d' une biopsie rénale;0.06606659313948128
730;réalisation d' une échographie rénale;0.06606659313948128
731;réduction de l' excrétion rénale;0.06606659313948128
732;syndrome d' hématurie macroscopique récidivante;0.06606659313948128
733;syndrome de levée d' obstacle;0.06606659313948128
734;théorie du déficit de remplissage;0.06606659313948128
